"OTU"	"Var1"	"Var2"	"estimate"	"statistic"	"p.val"	"N"	"Method"	"q.val"	"Sig"
"s_Eisenbergiella_tayi"	"Abundance"	"colon_TNF"	-0.435982740115961	21798.2179949603	0.00275598426205414	45	"spearman"	0.0771675593375158	"*"
"s_Bacteroides_xylanisolvens"	"Abundance"	"colon_IL1b"	0.389830724551387	9262.36960130995	0.00811832609437361	45	"spearman"	0.079336663823027	"*"
"s_Bacteroides_xylanisolvens"	"Abundance"	"colon_TNF"	0.397040013485235	9152.93259529414	0.0069241115903078	45	"spearman"	0.079336663823027	"*"
"s_Bacteroides_xylanisolvens"	"Abundance"	"synov_CXCL1"	0.718327671508079	80.5582859486895	0.00850035683818146	12	"spearman"	0.079336663823027	"*"
"s_Alistipes_finegoldii"	"Abundance"	"Patella_Joint"	0.359908710419192	9716.58577583667	0.0151658134517455	45	"spearman"	0.084928555329775	"*"
"s_Cryptobacteroides_sp000431015"	"Abundance"	"colon_TNF"	-0.430956841654801	21721.9248563199	0.00312291706944658	45	"spearman"	0.0874416779445043	"*"
"s_Bacteroides_xylanisolvens"	"Abundance"	"synov_IL6"	0.690157958899919	88.6148237546233	0.0129864256750896	12	"spearman"	0.0909049797256269	"*"
"s_Muricomes_contortus_B"	"Abundance"	"colon_CXCL1"	-0.481338481338481	11510	0.00328337115852464	36	"spearman"	0.0919343924386899	"*"
"s_Blautia_A_sp028767025"	"Abundance"	"colon_IL10"	0.455630428310899	4592.30170676926	0.00459878765983832	37	"spearman"	0.0919757531967663	"*"
"s_Sutterella_wadsworthensis"	"Abundance"	"colon_TNF"	0.410983038853505	8941.2774702038	0.0050399457051149	45	"spearman"	0.0945989035958737	"*"
"s_Sutterella_wadsworthensis"	"Abundance"	"synov_IL6"	0.732364921650158	76.5436324080549	0.00675706454256241	12	"spearman"	0.0945989035958737	"*"
"s_Fournierella_sp900543285"	"Abundance"	"synov_IL6"	0.732364921650158	76.5436324080549	0.00675706454256241	12	"spearman"	0.0945989035958737	"*"
"s_Enterococcus_faecalis"	"Abundance"	"ileum_IL1b"	0.404112966966529	8455.63699874495	0.00651787732930036	44	"spearman"	0.100526759828449	""
"s_Enterococcus_faecalis"	"Abundance"	"ileum_TNF"	0.404222759231029	7890.47377674426	0.00718048284488924	43	"spearman"	0.100526759828449	""
"s_Parabacteroides_sp003473295"	"Abundance"	"colon_IL1b"	0.375727739097483	9476.45292050021	0.0109753147131431	45	"spearman"	0.102436270656002	""
"s_Parabacteroides_sp003473295"	"Abundance"	"synov_CXCL1"	0.725113783812038	78.6174578297573	0.00762017432721259	12	"spearman"	0.102436270656002	""
"s_Parabacteroides_sp003473295"	"Abundance"	"synov_IL6"	0.754118335164519	70.3221561429476	0.00460360942341888	12	"spearman"	0.102436270656002	""
"s_Parabacteroides_sp003473295"	"Abundance"	"colon_TNF"	0.350065780138732	9866.00145749405	0.0184052983837729	45	"spearman"	0.103069670949128	""
"s_Parabacteroides_sp003473295"	"Abundance"	"score_day5"	0.432673595520632	2550.13218813476	0.0169371219177458	30	"spearman"	0.103069670949128	""
"s_Blautia_celeris"	"Abundance"	"colon_IFNg"	0.443050979199603	3038.71385748696	0.0110995429744763	32	"spearman"	0.103595734428445	""
"s_Blautia_celeris"	"Abundance"	"synov_IL6"	0.710611508135797	82.7651086731622	0.00959110166160971	12	"spearman"	0.103595734428445	""
"s_Allocoprobacillus_merdigallinarum"	"Abundance"	"synov_IL6"	0.765245707736861	67.1397275872578	0.0037272553345626	12	"spearman"	0.104363149367753	""
"s_Allocoprobacillus_merdigallinarum"	"Abundance"	"synov_CXCL1"	0.726093601759626	78.337229896747	0.00749896809957269	12	"spearman"	0.104985553394018	""
"s_Sellimonas_intestinalis"	"Abundance"	"Femur_Inflammation"	-0.398535136748258	30907.6265221365	0.00377220594545884	51	"spearman"	0.105621766472848	""
"s_Thomasclavelia_sp000508865"	"Abundance"	"synov_IL6"	0.725113783812038	78.6174578297573	0.00762017432721259	12	"spearman"	0.106682440580976	""
"s_Enterococcus_B_faecium"	"Abundance"	"score_day5"	0.511845762034235	2194.25329965611	0.00383673148176587	30	"spearman"	0.107428481489444	""
"s_Luxibacter_massiliensis"	"Abundance"	"colon_TNF"	0.422252787217438	8770.20269003928	0.00386070541980842	45	"spearman"	0.108099751754636	""
"s_Enterocloster_asparagiformis"	"Abundance"	"colon_TNF"	0.421138714746169	8787.11431015315	0.00396537339368187	45	"spearman"	0.111030455023092	""
"s_Bacteroides_nordii"	"Abundance"	"colon_TNF"	-0.390886243601119	21113.653177865	0.00793308016982436	45	"spearman"	0.111063122377541	""
"s_Phascolarctobacterium_faecium"	"Abundance"	"synov_MMP3"	0.686813186813187	114	0.0120133547062648	13	"spearman"	0.112124643925138	""
"s_Phascolarctobacterium_faecium"	"Abundance"	"synov_CXCL1"	0.727272727272727	78	0.0100009174971863	12	"spearman"	0.112124643925138	""
"s_Phascolarctobacterium_faecium"	"Abundance"	"synov_IL6"	0.769230769230769	66	0.0052529205777348	12	"spearman"	0.112124643925138	""
"s_Bacteroides_finegoldii"	"Abundance"	"score_day5"	0.435849695474883	2535.8556188404	0.0160586349783021	30	"spearman"	0.112410444848115	""
"s_Prevotella_intestinigallinarum"	"Abundance"	"colon_TNF"	0.418363250910379	8829.24585118045	0.00423700554527884	45	"spearman"	0.118636155267808	""
"s_Bacteroides_rodentium"	"Abundance"	"synov_CXCL1"	0.757203628975438	69.4397621130246	0.00434647899040016	12	"spearman"	0.121701411731205	""
"s_UBA3282_sp003611805"	"Abundance"	"colon_TNF"	0.416954862353769	8850.62518946979	0.00438096558299553	45	"spearman"	0.122667036323875	""
"s_Akkermansia_sp004167605"	"Abundance"	"colon_TNF"	0.416733142940086	8853.99089016949	0.00440401408111703	45	"spearman"	0.123312394271277	""
"s_CAG-267_sp001917135"	"Abundance"	"synov_CXCL1"	0.688858094621436	88.9865849382694	0.0132286641980361	12	"spearman"	0.123467532515004	""
"s_Pseudoscilispira_sp018369915"	"Abundance"	"synov_CXCL1"	0.696109232459556	86.912759516567	0.0119190491084001	12	"spearman"	0.123467532515004	""
"s_Pseudoscilispira_sp018369915"	"Abundance"	"synov_IL6"	0.688858094621436	88.9865849382694	0.0132286641980361	12	"spearman"	0.123467532515004	""
"s_Diplocloster_modestus"	"Abundance"	"colon_CCL2"	0.389958846523619	8656.48396782984	0.00887777947274698	44	"spearman"	0.124288912618458	""
"s_Clostridium_AP_scindens"	"Abundance"	"synov_IL1b"	0.731962776973689	97.5655491815771	0.0044491973524508	13	"spearman"	0.124577525868622	""
"s_Fournierella_sp900543285"	"Abundance"	"score_day5"	0.42637328184066	2578.45209812623	0.0187978546013265	30	"spearman"	0.131584982209286	""
"s_Fournierella_sp900543285"	"Abundance"	"synov_CXCL1"	0.681606956783315	91.0604103599719	0.0146417460736653	12	"spearman"	0.131584982209286	""
"s_Eggerthella_lenta"	"Abundance"	"colon_TNF"	0.413882591357862	8897.26226318765	0.00470991648672621	45	"spearman"	0.131877661628334	""
"s_Tidjanibacter_inops"	"Abundance"	"colon_TNF"	0.413140853108393	8908.5218498146	0.00479249329274651	45	"spearman"	0.134189812196902	""
"s_Bacteroides_finegoldii"	"Abundance"	"Femur_Joint"	0.314658086908331	15146.0562793259	0.0245214200627066	51	"spearman"	0.137319952351157	""
"s_Enterocloster_aldenensis"	"Abundance"	"colon_TNF"	-0.411937152303582	21433.2059719684	0.00492918955498564	45	"spearman"	0.138017307539598	""
"s_Neobittarella_massiliensis"	"Abundance"	"colon_IL1b"	-0.411665704976617	21429.085401545	0.0049604817490772	45	"spearman"	0.138893488974162	""
"s_Bacteroides_finegoldii"	"Abundance"	"colon_IL1b"	0.320749686015661	10311.0197662823	0.0316959499860792	45	"spearman"	0.14791443326837	""
"s_Eisenbergiella_tayi"	"Abundance"	"colon_IL10"	0.364433908903673	5361.63554448861	0.0265844730988208	37	"spearman"	0.148873049353397	""
"s_Eisenbergiella_tayi"	"Abundance"	"synov_IL1b"	-0.642857142857143	598	0.0209018820886229	13	"spearman"	0.148873049353397	""
"s_Eisenbergiella_tayi"	"Abundance"	"synov_CXCL1"	-0.65034965034965	472	0.0259115168459695	12	"spearman"	0.148873049353397	""
"s_Eisenbergiella_tayi"	"Abundance"	"synov_IL6"	-0.685314685314685	482	0.0173050234870596	12	"spearman"	0.148873049353397	""
"s_Butyricimonas_virosa"	"Abundance"	"synov_CXCL1"	0.674355818945195	93.1342357816743	0.0161631236320451	12	"spearman"	0.150855820565755	""
"s_Bacteroides_cellulosilyticus"	"Abundance"	"score_day5"	0.434238188660527	2543.09934197093	0.0164995142269623	30	"spearman"	0.153995466118315	""
"s_Bacteroides_finegoldii"	"Abundance"	"Femur_Inflammation"	0.287608479668007	15743.852599337	0.0407093535907436	51	"spearman"	0.156065445305606	""
"s_Bacteroides_finegoldii"	"Abundance"	"colon_IFNg"	0.341528245987301	3592.62188989328	0.0557376590377165	32	"spearman"	0.156065445305606	""
"s_Bacteroides_finegoldii"	"Abundance"	"synov_CCL2"	0.551930922378508	163.097144254223	0.0505084580110396	13	"spearman"	0.156065445305606	""
"s_Bacteroides_finegoldii"	"Abundance"	"synov_MMP3"	0.560599994457752	159.941602017378	0.0462698706803084	13	"spearman"	0.156065445305606	""
"s_Phocaeicola_vulgatus"	"Abundance"	"colon_TNF"	-0.404163510216292	21315.2020850833	0.00589668725384834	45	"spearman"	0.156278717904096	""
"s_Phocaeicola_vulgatus"	"Abundance"	"score_day1"	-0.402648774089973	7652.85171143489	0.0223255311291566	32	"spearman"	0.156278717904096	""
"s_Phocaeicola_vulgatus"	"Abundance"	"synov_CXCL1"	-0.664335664335664	476	0.0221592071503023	12	"spearman"	0.156278717904096	""
"s_Phocaeicola_vulgatus"	"Abundance"	"synov_IL6"	-0.664335664335664	476	0.0221592071503023	12	"spearman"	0.156278717904096	""
"s_Bacteroides_finegoldii"	"Abundance"	"score_day1"	0.327144068009289	3671.10196494132	0.0676040435865692	32	"spearman"	0.159674752980525	""
"s_Bacteroides_finegoldii"	"Abundance"	"synov_IL1b"	0.520144324754615	174.66746578932	0.0684320369916536	13	"spearman"	0.159674752980525	""
"s_Parabacteroides_sp003473295"	"Abundance"	"ileum_S100A8"	0.348869305334943	5492.93854019442	0.0343234437111649	37	"spearman"	0.160176070652103	""
"s_Bacteroides_finegoldii"	"Abundance"	"ileum_S100A8"	0.29656895620116	5934.14428548701	0.0746866923592568	37	"spearman"	0.160863645081476	""
"s_Bacteroides_sp902362375"	"Abundance"	"colon_TNF"	0.38763254542147	9295.73796050208	0.00851612888909341	45	"spearman"	0.163270440041175	""
"s_Bacteroides_sp902362375"	"Abundance"	"synov_CXCL1"	0.697600089045469	86.486374532996	0.0116621742886554	12	"spearman"	0.163270440041175	""
"s_Anaerotruncus_colihominis"	"Abundance"	"score_day1"	0.441402032483344	3047.71051077087	0.0114391501100078	32	"spearman"	0.163270440041175	""
"s_Anaerotruncus_colihominis"	"Abundance"	"synov_CXCL1"	0.697600089045469	86.486374532996	0.0116621742886554	12	"spearman"	0.163270440041175	""
"s_UBA3282_sp003611805"	"Abundance"	"synov_IL6"	0.696109232459556	86.912759516567	0.0119190491084001	12	"spearman"	0.166866687517601	""
"s_Enterocloster_asparagiformis"	"Abundance"	"synov_IL6"	0.696109232459556	86.912759516567	0.0119190491084001	12	"spearman"	0.166866687517601	""
"s_Anaerostipes_hadrus"	"Abundance"	"synov_IL6"	0.739616059488278	74.4698069863524	0.00596951924605372	12	"spearman"	0.167146538889504	""
"s_Blautia_A_sp028767025"	"Abundance"	"ileum_IL10"	0.396244337928165	4691.18149429816	0.0167379891968721	36	"spearman"	0.167379891968721	""
"s_Bacteroides_ovatus"	"Abundance"	"synov_IL6"	-0.6940217287139	484.490214412175	0.0122857447533631	12	"spearman"	0.172000426547083	""
"s_Otoolea_symbiosa"	"Abundance"	"ileum_S100A8"	0.441724618727297	4709.61111641652	0.00619937810773978	37	"spearman"	0.173582587016714	""
"s_Coprobacter_secundus"	"Abundance"	"synov_IL6"	-0.736771448844326	496.716634369477	0.00626974786455641	12	"spearman"	0.175552940207579	""
"s_Bacteroides_nordii"	"Abundance"	"synov_IL6"	-0.662829740906533	475.569305899269	0.0188162951202378	12	"spearman"	0.175618754455553	""
"s_Muricomes_contortus_B"	"Abundance"	"colon_IL1b"	-0.348628084118112	20472.1743169129	0.0189241259617302	45	"spearman"	0.176625175642816	""
"s_Muricomes_contortus_B"	"Abundance"	"colon_TNF"	-0.368193945981883	20769.184100005	0.0128273673619773	45	"spearman"	0.176625175642816	""
"s_Enterocloster_pacaense"	"Abundance"	"colon_TNF"	0.401129455477978	9090.85486584429	0.0063168419165113	45	"spearman"	0.176871573662316	""
"s_Eisenbergiella_tayi"	"Abundance"	"synov_MMP13"	-0.587912087912088	578	0.0381069702238849	13	"spearman"	0.177832527711463	""
"s_Eisenbergiella_tayi"	"Abundance"	"synov_CCL2"	-0.571428571428571	572	0.0448907229145101	13	"spearman"	0.17956289165804	""
"s_Alistipes_finegoldii"	"Abundance"	"colon_TNF"	0.290469679769521	10770.6702610987	0.0529093631434509	45	"spearman"	0.185182771002078	""
"s_Alistipes_finegoldii"	"Abundance"	"colon_IL10"	-0.333985300617971	11253.4999960132	0.0433573153445831	37	"spearman"	0.185182771002078	""
"s_Alistipes_finegoldii"	"Abundance"	"synov_CXCL1"	0.583722307296954	119.055420113071	0.0463025447197961	12	"spearman"	0.185182771002078	""
"s_Avimicrobium_caecorum"	"Abundance"	"synov_IL6"	0.688858094621436	88.9865849382694	0.0132286641980361	12	"spearman"	0.185201298772506	""
"s_CAG-267_sp001917135"	"Abundance"	"ileum_S100A8"	0.364664705073744	5359.6885479979	0.0264816065578049	37	"spearman"	0.185371245904634	""
"s_Hominimerdicola_aceti"	"Abundance"	"colon_TNF"	0.39901665058097	9122.92724418088	0.00662455089394072	45	"spearman"	0.18548742503034	""
"s_Christensenella_hongkongensis"	"Abundance"	"colon_TNF"	-0.360932128065233	20658.9497040302	0.0148586671718228	45	"spearman"	0.188044793607593	""
"s_Christensenella_hongkongensis"	"Abundance"	"synov_CCL2"	-0.590564127009295	578.965342231383	0.0335794274299273	13	"spearman"	0.188044793607593	""
"s_Christensenella_hongkongensis"	"Abundance"	"synov_MMP3"	-0.590564127009295	578.965342231383	0.0335794274299273	13	"spearman"	0.188044793607593	""
"s_Christensenella_hongkongensis"	"Abundance"	"synov_CXCL1"	-0.660884294885181	475.012908337162	0.0192937138907801	12	"spearman"	0.188044793607593	""
"s_Christensenella_hongkongensis"	"Abundance"	"synov_IL6"	-0.614989552184821	461.887011924859	0.0333149976621794	12	"spearman"	0.188044793607593	""
"s_Alistipes_shahii"	"Abundance"	"synov_CXCL1"	0.711856472313359	82.4090489183794	0.00940842559432084	12	"spearman"	0.190286722302928	""
"s_Alistipes_shahii"	"Abundance"	"synov_IL6"	0.686941495782391	89.5347322062361	0.0135919087359235	12	"spearman"	0.190286722302928	""
"s_Massiliimalia_timonensis"	"Abundance"	"ileum_TNF"	0.336362128841961	8789.21996561707	0.0274273443873618	43	"spearman"	0.191991410711533	""
"s_Massiliimalia_timonensis"	"Abundance"	"ileum_CXCL1"	0.377200163570207	6153.26238392636	0.0179252890324195	39	"spearman"	0.191991410711533	""
"s_Massiliimalia_timonensis"	"Abundance"	"score_day5"	0.418629173730561	2613.26186408113	0.021313252666911	30	"spearman"	0.191991410711533	""
"s_Duodenibacillus_intestinigallinarum"	"Abundance"	"colon_IL1b"	-0.312548699725488	19924.4892618329	0.0365884837832616	45	"spearman"	0.197320425145077	""
"s_Duodenibacillus_intestinigallinarum"	"Abundance"	"colon_IFNg"	-0.363032814625927	7436.70703659906	0.0411333011138348	32	"spearman"	0.197320425145077	""
"s_Duodenibacillus_intestinigallinarum"	"Abundance"	"synov_IL1b"	-0.609262035862309	585.77138105388	0.0270787004035192	13	"spearman"	0.197320425145077	""
"s_Duodenibacillus_intestinigallinarum"	"Abundance"	"synov_CXCL1"	-0.592647768339959	455.497261745228	0.0422829482453735	12	"spearman"	0.197320425145077	""
"s_Duodenibacillus_intestinigallinarum"	"Abundance"	"synov_IL6"	-0.64723374700285	471.108851642815	0.0228964047520301	12	"spearman"	0.197320425145077	""
"s_Enterococcus_faecalis"	"Abundance"	"Femur_Joint"	0.268819189099275	16159.095920906	0.0564643493464542	51	"spearman"	0.19762522271259	""
"s_Enterococcus_faecalis"	"Abundance"	"Femur_Inflammation"	0.270247005160357	16127.5411859561	0.0551161725133687	51	"spearman"	0.19762522271259	""
"s_Enterococcus_faecalis"	"Abundance"	"colon_IL1b"	0.308830549220387	10491.9522628345	0.0390026287428736	45	"spearman"	0.19762522271259	""
"s_Enterococcus_faecalis"	"Abundance"	"ileum_S100A8"	0.331568162941681	5638.89097742398	0.0449909565054479	37	"spearman"	0.19762522271259	""
"s_Enterococcus_faecalis"	"Abundance"	"score_day5"	0.388808728359169	2747.30476602554	0.033715288282266	30	"spearman"	0.19762522271259	""
"s_Enterococcus_faecalis"	"Abundance"	"score_day9"	0.585481064943583	232.130603631593	0.0218418636020709	15	"spearman"	0.19762522271259	""
"s_UBA3282_sp003611805"	"Abundance"	"score_day1"	0.387839852074997	3339.94576707882	0.0282839448342099	32	"spearman"	0.197987613839469	""
"s_UBA3282_sp003611805"	"Abundance"	"synov_CXCL1"	0.630848991916473	105.577188311889	0.0278387856885029	12	"spearman"	0.197987613839469	""
"s_Barnesiella_intestinihominis"	"Abundance"	"colon_TNF"	0.395961652541647	9169.30211441779	0.00709243190750801	45	"spearman"	0.198588093410224	""
"s_UBA3282_sp003611805"	"Abundance"	"synov_IL1b"	0.583717520002402	151.526822719126	0.0362228373301427	13	"spearman"	0.202847889048799	""
"s_CAG-267_sp001917135"	"Abundance"	"Femur_Joint"	0.28374255844775	15829.2894583047	0.0436150438951152	51	"spearman"	0.203625700517971	""
"s_CAG-267_sp001917135"	"Abundance"	"synov_IL1b"	0.560599994457752	159.941602017378	0.0462698706803084	13	"spearman"	0.203625700517971	""
"s_CAG-267_sp001917135"	"Abundance"	"synov_MMP13"	0.549041231685427	164.148991666504	0.0519810569019307	13	"spearman"	0.203625700517971	""
"s_CAG-267_sp001917135"	"Abundance"	"synov_MMP3"	0.537482468913102	168.356381315631	0.0581787715765633	13	"spearman"	0.203625700517971	""
"s_Coprobacillus_cateniformis"	"Abundance"	"Femur_Inflammation"	0.27556199921041	16010.0798174499	0.0503244206702271	51	"spearman"	0.209094836323933	""
"s_Coprobacillus_cateniformis"	"Abundance"	"Patella_Joint"	0.291217762978023	10759.3143579936	0.0522737090809833	45	"spearman"	0.209094836323933	""
"s_Coprobacillus_cateniformis"	"Abundance"	"ileum_TNF"	0.300018977812092	9270.54865785665	0.0506215484370714	43	"spearman"	0.209094836323933	""
"s_Coprobacillus_cateniformis"	"Abundance"	"ileum_IL10"	-0.362619275962129	10587.5517742257	0.0297416912171556	36	"spearman"	0.209094836323933	""
"s_Coprobacillus_cateniformis"	"Abundance"	"colon_IFNg"	0.352282402447642	3533.94721224566	0.0479927940837006	32	"spearman"	0.209094836323933	""
"s_Coprobacillus_cateniformis"	"Abundance"	"score_day5"	0.396326591064804	2713.51197316371	0.0301431565870716	30	"spearman"	0.209094836323933	""
"s_Coprobacillus_cateniformis"	"Abundance"	"score_day9"	0.585481064943583	232.130603631593	0.0218418636020709	15	"spearman"	0.209094836323933	""
