"OTU"	"Var1"	"Var2"	"estimate"	"statistic"	"p.val"	"N"	"Method"	"q.val"	"Sig"
"s_Parasutterella_gallistercoris_sv_226"	"Abundance"	"colon_TNF"	-0.526913337305895	23178.5444603035	0.00020037494495999	45	"spearman"	0.00561049845887972	"***"
"s_Alistipes_timonensis_sv_484"	"Abundance"	"colon_TNF"	-0.526865156872442	23177.8130813237	0.000200693961038878	45	"spearman"	0.0056194309090886	"***"
"s_Coprobacter_fastidiosus_sv_157"	"Abundance"	"synov_CXCL1"	0.873375658606256	36.2145616386109	0.000206494769274047	12	"spearman"	0.00578185353967331	"***"
"s_Duodenibacillus_intestinigallinarum_sv_154"	"Abundance"	"colon_TNF"	-0.523005634223307	23119.2255275098	0.000227794541360309	45	"spearman"	0.00637824715808864	"***"
"s_Flavonifractor_plautii_sv_192"	"Abundance"	"colon_TNF"	-0.522387511079426	23109.8424181857	0.000232429995676669	45	"spearman"	0.00650803987894674	"***"
"s_Bacteroides_ovatus_sv_8"	"Abundance"	"colon_TNF"	-0.521908766385356	23102.5750737297	0.000236078676433264	45	"spearman"	0.00661020294013138	"***"
"s_Clostridium_AQ_innocuum_sv_63"	"Abundance"	"colon_TNF"	-0.521814037924735	23101.1370956975	0.000236806745749439	45	"spearman"	0.00663058888098429	"***"
"s_Phocaeicola_massiliensis_sv_19"	"Abundance"	"colon_TNF"	-0.521393474525239	23094.7529432931	0.000240063723500779	45	"spearman"	0.00672178425802182	"***"
"s_Blautia_pseudococcoides_sv_50"	"Abundance"	"colon_TNF"	-0.521323325528887	23093.6880815285	0.00024061090528859	45	"spearman"	0.00673710534808052	"***"
"s_Bacteroides_ovatus_sv_21"	"Abundance"	"colon_TNF"	-0.519834719900235	23071.0910480856	0.000252491637696491	45	"spearman"	0.00706976585550175	"***"
"s_Fournierella_sp900543285_sv_339"	"Abundance"	"colon_TNF"	0.517117003816282	7330.16388206883	0.000275558348472376	45	"spearman"	0.00771563375722654	"***"
"s_Bacteroides_ovatus_sv_23"	"Abundance"	"colon_TNF"	-0.515114476175475	22999.4377483437	0.000293755164462165	45	"spearman"	0.00822514460494062	"***"
"s_Bacteroides_caccae_sv_18"	"Abundance"	"colon_TNF"	-0.513332676034898	22972.3900222098	0.000310851073207903	45	"spearman"	0.00870383004982129	"***"
"s_Phocaeicola_vulgatus_sv_327"	"Abundance"	"colon_TNF"	0.513275839116387	7388.47276221324	0.000311410892725788	45	"spearman"	0.00871950499632205	"***"
"s_Bacteroides_ovatus_sv_28"	"Abundance"	"colon_TNF"	-0.512897392001724	22965.7824105862	0.000315161697077997	45	"spearman"	0.00882452751818391	"***"
"uc_uc_k_sv_732"	"Abundance"	"colon_TNF"	0.509740704345803	7442.13610803072	0.000348071968500565	45	"spearman"	0.00974601511801581	"***"
"s_Parabacteroides_sp003473295_sv_426"	"Abundance"	"score_day5"	0.608906884074197	1757.96355608648	0.000355910603130811	30	"spearman"	0.0099654968876627	"***"
"s_Desulfovibrio_sp900556755_sv_412"	"Abundance"	"colon_TNF"	-0.508839986210661	22904.1909906778	0.000358014463395183	45	"spearman"	0.0100244049750651	"**"
"s_Hungatella_effluvii_sv_540"	"Abundance"	"synov_CXCL1"	0.857779664702572	40.6750158950643	0.000359118790170186	12	"spearman"	0.0100553261247652	"**"
"s_Bacteroides_finegoldii_sv_159"	"Abundance"	"colon_TNF"	0.489150280563875	7754.69874104038	0.000650164197825846	45	"spearman"	0.0103445709394706	"**"
"s_Bacteroides_finegoldii_sv_159"	"Abundance"	"synov_CXCL1"	0.819378575707602	51.6577273476257	0.00110834688637185	12	"spearman"	0.0103445709394706	"**"
"s_Bacteroides_finegoldii_sv_159"	"Abundance"	"synov_IL6"	0.826629713545723	49.5839019259233	0.000914801334335174	12	"spearman"	0.0103445709394706	"**"
"s_Parasutterella_gallistercoris_sv_219"	"Abundance"	"colon_TNF"	-0.50757925095503	22885.0530294974	0.000372361065298426	45	"spearman"	0.0104261098283559	"**"
"s_Hungatella_hathewayi_sv_12"	"Abundance"	"colon_TNF"	-0.505684333409723	22856.2881811596	0.000394900314678263	45	"spearman"	0.0110572088109914	"**"
"s_Anaerostipes_caccae_sv_20"	"Abundance"	"colon_TNF"	-0.50500686223147	22846.0041686737	0.000403252055057954	45	"spearman"	0.0112910575416227	"**"
"s_Fournierella_sp900543285_sv_235"	"Abundance"	"colon_TNF"	0.501933805887932	7560.64482662119	0.000443168907052797	45	"spearman"	0.0124087293974783	"**"
"s_Bacteroides_thetaiotaomicron_sv_32"	"Abundance"	"colon_TNF"	-0.500084928950772	22771.2892214727	0.000468864120417436	45	"spearman"	0.0131281953716882	"**"
"s_Hungatella_hathewayi_sv_31"	"Abundance"	"colon_TNF"	-0.499740101111036	22766.0547348655	0.000473802080082779	45	"spearman"	0.0132664582423178	"**"
"s_Enterocloster_clostridioformis_sv_11"	"Abundance"	"colon_IL1b"	-0.496610831373486	22718.5524202495	0.000520797548197793	45	"spearman"	0.0145823313495382	"**"
"s_Bittarella_massiliensis_sv_417"	"Abundance"	"colon_TNF"	0.496591095498009	7641.74717034022	0.000521106779293882	45	"spearman"	0.0145909898202287	"**"
"s_Flavonifractor_plautii_sv_239"	"Abundance"	"colon_TNF"	0.494574280184796	7672.3624267948	0.000553590886352077	45	"spearman"	0.0155005448178582	"**"
"s_Bittarella_massiliensis_sv_417"	"Abundance"	"synov_IL6"	0.819378575707602	51.6577273476257	0.00110834688637185	12	"spearman"	0.0155168564092059	"**"
"s_Parabacteroides_distasonis_sv_78"	"Abundance"	"colon_TNF"	-0.491948067863173	22647.771670163	0.000598612025128714	45	"spearman"	0.0161625246784753	"**"
"s_Enterocloster_clostridioformis_sv_573"	"Abundance"	"colon_TNF"	0.480585447600555	7884.71290542358	0.000833641326731797	45	"spearman"	0.0166728265346359	"**"
"s_Eisenbergiella_tayi_sv_295"	"Abundance"	"colon_TNF"	0.491441738707362	7719.91440642224	0.000607660533501375	45	"spearman"	0.0170144949380385	"**"
"s_Clostridium_AQ_innocuum_sv_97"	"Abundance"	"colon_TNF"	-0.491253097561355	22637.2220209814	0.000611062954196333	45	"spearman"	0.0171097627174973	"**"
"s_Phocaeicola_vulgatus_sv_82"	"Abundance"	"colon_TNF"	-0.490411970762363	22624.4537161727	0.000626442864110026	45	"spearman"	0.0175404001950807	"**"
"s_Parabacteroides_distasonis_sv_85"	"Abundance"	"colon_TNF"	-0.489125770916032	22604.9292025054	0.000650632877925356	45	"spearman"	0.0175670877039846	"**"
"s_Flavonifractor_plautii_sv_124"	"Abundance"	"colon_TNF"	0.489833047279891	7744.33434229126	0.000637229217165116	45	"spearman"	0.0178424180806232	"**"
"s_Phocaeicola_vulgatus_sv_47"	"Abundance"	"colon_TNF"	-0.487427048492327	22579.1425961135	0.000683863901564257	45	"spearman"	0.0191481892437992	"**"
"s_Clostridium_AQ_innocuum_sv_261"	"Abundance"	"colon_TNF"	0.487027139852774	7786.9280170349	0.000691904908117003	45	"spearman"	0.0193733374272761	"**"
"s_Blautia_celeris_sv_169"	"Abundance"	"colon_TNF"	0.486882406675997	7789.12506665837	0.000694835887680222	45	"spearman"	0.0194554048550462	"**"
"s_Muricomes_contortus_B_sv_123"	"Abundance"	"colon_CXCL1"	-0.544916344916345	12004	0.000714438824800417	36	"spearman"	0.0200042870944117	"**"
"s_Eggerthella_lenta_sv_848"	"Abundance"	"colon_IFNg"	0.539607498427029	2511.90148858213	0.00143617288755966	32	"spearman"	0.0201064204258352	"**"
"s_Clostridium_AQ_innocuum_sv_238"	"Abundance"	"colon_TNF"	0.484647448497481	7823.05173180824	0.000741530237859132	45	"spearman"	0.0207628466600557	"**"
"s_Bacteroides_cellulosilyticus_sv_6"	"Abundance"	"colon_TNF"	0.484384167672761	7827.04833472749	0.00074721187072723	45	"spearman"	0.0209219323803624	"**"
"s_Agathobaculum_hominis_sv_492"	"Abundance"	"synov_IL6"	0.833880851383843	47.5100765042209	0.000748444730074879	12	"spearman"	0.0209564524420966	"**"
"s_Thomasclavelia_sp000508865_sv_149"	"Abundance"	"colon_TNF"	0.484030344321649	7832.41937319737	0.000754908805975384	45	"spearman"	0.0211374465673108	"**"
"s_Bacteroides_cellulosilyticus_sv_7"	"Abundance"	"colon_TNF"	0.483747285640759	7836.71620397328	0.000761117379644415	45	"spearman"	0.0213112866300436	"**"
"s_Parabacteroides_distasonis_sv_52"	"Abundance"	"colon_TNF"	-0.482468044784315	22503.8649198259	0.000789749987425173	45	"spearman"	0.0213232496604797	"**"
"uc_uc_k_sv_211"	"Abundance"	"colon_TNF"	0.483068769106128	7847.01608496898	0.00077618638343667	45	"spearman"	0.0217332187362268	"**"
"s_Sellimonas_intestinalis_sv_806"	"Abundance"	"colon_TNF"	0.479845875730408	7895.9396064124	0.000851472230480935	45	"spearman"	0.0229897502229852	"**"
"s_Hungatella_hathewayi_sv_27"	"Abundance"	"colon_TNF"	-0.480318449174457	22471.2340584683	0.000840039702349762	45	"spearman"	0.0235211116657933	"**"
"s_Sellimonas_intestinalis_sv_528"	"Abundance"	"colon_TNF"	-0.477656250300154	22430.8218795563	0.000906280166433238	45	"spearman"	0.0253758446601307	"**"
"s_Hungatella_hathewayi_sv_33"	"Abundance"	"colon_TNF"	-0.477304411478069	22425.4809662371	0.000915374979075462	45	"spearman"	0.0256304994141129	"**"
"s_Barnesiella_intestinihominis_sv_64"	"Abundance"	"colon_TNF"	0.47688311262918	7940.91435028904	0.000926372512472812	45	"spearman"	0.0259384303492387	"**"
"s_Bacteroides_cellulosilyticus_sv_2"	"Abundance"	"colon_TNF"	0.476812347958958	7941.98855798302	0.000928231278293534	45	"spearman"	0.0259904757922189	"**"
"s_Blautia_celeris_sv_184"	"Abundance"	"colon_TNF"	0.476469257981265	7947.1966638444	0.000937290494633031	45	"spearman"	0.0262441338497249	"**"
"s_UBA7173_sp001689485_sv_614"	"Abundance"	"colon_TNF"	0.476295338309228	7949.83676446591	0.000941912901043081	45	"spearman"	0.0263735612292063	"**"
"s_Bittarella_massiliensis_sv_488"	"Abundance"	"colon_TNF"	-0.476141396700208	22407.8264019092	0.000946021309677626	45	"spearman"	0.0264885966709735	"**"
"s_Phocaeicola_vulgatus_sv_79"	"Abundance"	"colon_TNF"	-0.475821642575843	22402.9725343013	0.000954606124891918	45	"spearman"	0.0267289714969737	"**"
"s_CAG-267_sp001917135_sv_206"	"Abundance"	"colon_TNF"	0.449674733627671	8353.93754353195	0.0019417323414087	45	"spearman"	0.0271842527797218	"**"
"s_CAG-267_sp001917135_sv_206"	"Abundance"	"synov_IL6"	0.812127437869482	53.7315527693282	0.00133200475422437	12	"spearman"	0.0271842527797218	"**"
"s_Barnesiella_intestinihominis_sv_175"	"Abundance"	"colon_TNF"	0.473698702469169	7989.25369651801	0.00101338922626285	45	"spearman"	0.0283748983353597	"**"
"s_Phocaeicola_vulgatus_sv_177"	"Abundance"	"colon_TNF"	-0.472754681301759	22356.4160621607	0.00104055070944152	45	"spearman"	0.0291354198643625	"**"
"s_Alistipes_shahii_sv_189"	"Abundance"	"colon_TNF"	0.471788056373163	8018.25730425539	0.00106903375107229	45	"spearman"	0.029932945030024	"**"
"s_Parabacteroides_sp003473295_sv_265"	"Abundance"	"score_day5"	0.530692827239909	2109.53574155661	0.00255270491395224	30	"spearman"	0.0300750362563942	"**"
"s_Parabacteroides_sp003473295_sv_265"	"Abundance"	"synov_CXCL1"	0.787521787892694	60.7687686626894	0.00235775253257559	12	"spearman"	0.0300750362563942	"**"
"s_Parabacteroides_sp003473295_sv_265"	"Abundance"	"synov_IL6"	0.772592464899468	65.0385550387522	0.00322232531318509	12	"spearman"	0.0300750362563942	"**"
"uc_uc_k_sv_202"	"Abundance"	"colon_TNF"	0.47121030876448	8027.02751295519	0.00108638806911837	45	"spearman"	0.0304188659353144	"**"
"s_Parabacteroides_distasonis_sv_75"	"Abundance"	"colon_TNF"	0.471151174341161	8027.92517350118	0.00108817843781117	45	"spearman"	0.0304689962587127	"**"
"s_Bacteroides_fragilis_sv_125"	"Abundance"	"colon_TNF"	0.471009645000716	8030.07358888913	0.00109247410429969	45	"spearman"	0.0305892749203912	"**"
"uc_uc_k_sv_612"	"Abundance"	"synov_IL6"	0.819378575707602	51.6577273476257	0.00110834688637185	12	"spearman"	0.0310337128184119	"**"
"s_Clostridium_AP_sp000509125_sv_362"	"Abundance"	"colon_TNF"	-0.470343679634573	22319.8170568528	0.00111289098753891	45	"spearman"	0.0311609476510894	"**"
"uc_uc_k_sv_257"	"Abundance"	"colon_TNF"	0.470008475745088	8045.27133818956	0.00112329566056115	45	"spearman"	0.0314522784957122	"**"
"s_Alistipes_finegoldii_sv_387"	"Abundance"	"colon_TNF"	0.469127859281226	8058.63909611099	0.00115104417376073	45	"spearman"	0.0322292368653004	"**"
"s_Otoolea_symbiosa_sv_170"	"Abundance"	"colon_TNF"	0.469028234234487	8060.15140432049	0.00115422153801103	45	"spearman"	0.0323182030643089	"**"
"s_Enterocloster_clostridioformis_sv_44"	"Abundance"	"colon_TNF"	-0.468526992990348	22292.2397535935	0.0011703266296856	45	"spearman"	0.0327691456311968	"**"
"s_Enterocloster_aldenensis_sv_51"	"Abundance"	"colon_TNF"	-0.46824982286204	22288.0323110458	0.00117931792347929	45	"spearman"	0.03302090185742	"**"
"uc_uc_k_sv_69"	"Abundance"	"colon_TNF"	-0.468122110589072	22286.0936387421	0.00118348153310487	45	"spearman"	0.0331374829269362	"**"
"s_Cuneatibacter_caecimuris_sv_627"	"Abundance"	"colon_IL1b"	0.467301426298702	8086.36434878571	0.00121055093455117	45	"spearman"	0.0338954261674327	"**"
"s_Enterocloster_clostridioformis_sv_44"	"Abundance"	"colon_IL1b"	-0.440704018176377	21869.8869959174	0.00244644590180757	45	"spearman"	0.034250242625306	"**"
"s_Avimicrobium_caecorum_sv_512"	"Abundance"	"colon_TNF"	0.466475028750517	8098.90906356715	0.00123836461977313	45	"spearman"	0.0346742093536476	"**"
"s_Blautia_celeris_sv_190"	"Abundance"	"colon_TNF"	0.46561791533585	8111.92004520179	0.00126781183485272	45	"spearman"	0.0354987313758761	"**"
"uc_uc_k_sv_231"	"Abundance"	"colon_TNF"	0.465242639465014	8117.61673292109	0.00128089993482748	45	"spearman"	0.0358651981751694	"**"
"s_Enterocloster_clostridioformis_sv_49"	"Abundance"	"colon_IL1b"	-0.438472228752796	21836.0084324674	0.00258871988002194	45	"spearman"	0.0362420783203072	"**"
"s_Enterocloster_clostridioformis_sv_49"	"Abundance"	"colon_TNF"	-0.462873126450611	22206.4140595203	0.00136635167722596	45	"spearman"	0.0362420783203072	"**"
"s_Parabacteroides_distasonis_sv_88"	"Abundance"	"colon_TNF"	-0.462762682137232	22204.7375148432	0.00137045546456321	45	"spearman"	0.0370022975432066	"**"
"s_Dielma_fastidiosa_sv_630"	"Abundance"	"colon_TNF"	-0.46332286298528	22213.2410601166	0.00134975341568728	45	"spearman"	0.037793095639244	"**"
"s_Coprobacter_fastidiosus_sv_157"	"Abundance"	"synov_IL6"	0.779799695184157	62.9772871773312	0.00277927153862468	12	"spearman"	0.0389098015407455	"**"
"uc_uc_k_sv_718"	"Abundance"	"colon_TNF"	0.461556403025582	8173.57380207166	0.00141599611732625	45	"spearman"	0.039647891285135	"**"
"s_Parabacteroides_sp003473295_sv_265"	"Abundance"	"colon_IL1b"	0.405441745283804	9025.39430659186	0.00572708391882677	45	"spearman"	0.0400895874317874	"**"
"s_Parabacteroides_distasonis_sv_15"	"Abundance"	"colon_TNF"	0.461102591169571	8180.46266604592	0.00143347404016766	45	"spearman"	0.0401372731246945	"**"
"s_Bacteroides_fragilis_sv_162"	"Abundance"	"colon_TNF"	0.460975168033012	8182.39694925888	0.00143841591561473	45	"spearman"	0.0402756456372125	"**"
"s_Parabacteroides_distasonis_sv_48"	"Abundance"	"colon_TNF"	-0.459455469676859	22154.5340296947	0.00149853265100276	45	"spearman"	0.0404603815770744	"**"
"s_Parabacteroides_distasonis_sv_65"	"Abundance"	"colon_TNF"	0.460678003148236	8186.90791220978	0.00144999979621521	45	"spearman"	0.0405999942940258	"**"
"s_Blautia_celeris_sv_179"	"Abundance"	"colon_TNF"	0.460540968502682	8188.98809812929	0.00145536946176555	45	"spearman"	0.0407503449294355	"**"
"s_Parabacteroides_sp003473295_sv_426"	"Abundance"	"ileum_S100A8"	0.467435005608862	4492.71829268364	0.00353421960921981	37	"spearman"	0.0411778199395081	"**"
"s_Parabacteroides_sp003473295_sv_426"	"Abundance"	"synov_IL6"	0.756405704328632	69.6679685620112	0.00441190927923301	12	"spearman"	0.0411778199395081	"**"
"s_Parabacteroides_merdae_sv_143"	"Abundance"	"colon_TNF"	-0.459758890676021	22159.139960462	0.00148635453793045	45	"spearman"	0.0416179270620525	"**"
"s_Enterocloster_lavalensis_sv_477"	"Abundance"	"colon_TNF"	0.459288312593024	8208.00341483789	0.00150527946703249	45	"spearman"	0.0421478250769097	"**"
"s_Bifidobacterium_bifidum_sv_196"	"Abundance"	"synov_CXCL1"	0.77587174867888	64.1006798778403	0.00301454660095217	12	"spearman"	0.0422036524133304	"**"
"s_Bifidobacterium_bifidum_sv_196"	"Abundance"	"synov_IL6"	0.804876300031362	55.8053781910306	0.00158884768026894	12	"spearman"	0.0422036524133304	"**"
"s_Phascolarctobacterium_faecium_sv_121"	"Abundance"	"synov_IL6"	0.77587174867888	64.1006798778403	0.00301454660095217	12	"spearman"	0.0422036524133304	"**"
"s_Alistipes_shahii_sv_189"	"Abundance"	"synov_IL6"	0.77587174867888	64.1006798778403	0.00301454660095217	12	"spearman"	0.0422036524133304	"**"
"s_Agathobaculum_hominis_sv_447"	"Abundance"	"synov_CXCL1"	0.77587174867888	64.1006798778403	0.00301454660095217	12	"spearman"	0.0422036524133304	"**"
"s_Agathobaculum_hominis_sv_447"	"Abundance"	"synov_IL6"	0.783122886517	62.0268544561379	0.00259137900392554	12	"spearman"	0.0422036524133304	"**"
"s_Enterocloster_aldenensis_sv_35"	"Abundance"	"colon_TNF"	-0.45735206364778	22122.6043261733	0.00158542000709077	45	"spearman"	0.0443917601985415	"**"
"s_Clostridium_AP_sp000509125_sv_386"	"Abundance"	"colon_TNF"	-0.457210534307335	22120.4559107854	0.00159142370547087	45	"spearman"	0.0445598637531843	"**"
"s_Clostridium_AQ_innocuum_sv_138"	"Abundance"	"colon_TNF"	-0.456766898802678	22113.7215238247	0.0016103737804047	45	"spearman"	0.0450904658513317	"**"
"s_Coprobacter_fastidiosus_sv_157"	"Abundance"	"colon_TNF"	0.389813460936401	9262.63166298544	0.00812138666875196	45	"spearman"	0.0454797653450109	"**"
"s_Coprobacter_fastidiosus_sv_157"	"Abundance"	"synov_CCL2"	0.707911115583531	106.320353927595	0.0067808167011492	13	"spearman"	0.0454797653450109	"**"
"s_Coprobacter_fastidiosus_sv_157"	"Abundance"	"synov_MMP3"	0.714175815721438	104.040003077396	0.00609976441129088	13	"spearman"	0.0454797653450109	"**"
"s_Enterocloster_lavalensis_sv_457"	"Abundance"	"colon_TNF"	0.456126606611	8255.99811164502	0.00163807722623417	45	"spearman"	0.0458661623345568	"**"
"s_Bacteroides_fragilis_sv_67"	"Abundance"	"colon_TNF"	0.455764773669059	8261.49073570368	0.00165391890139202	45	"spearman"	0.0463097292389765	"**"
"s_Eisenbergiella_tayi_sv_322"	"Abundance"	"colon_TNF"	0.455181684639891	8270.34202716646	0.0016797336699302	45	"spearman"	0.0470325427580455	"**"
"s_Blautia_celeris_sv_199"	"Abundance"	"colon_TNF"	0.454619932924957	8278.86941819916	0.00170494115886631	45	"spearman"	0.0477383524482566	"**"
"uc_uc_k_sv_109"	"Abundance"	"score_day1"	0.501377612724994	2720.48374497243	0.00346349980624729	32	"spearman"	0.048488997287462	"**"
"uc_uc_k_sv_109"	"Abundance"	"score_day5"	0.541533266023258	2060.80796922546	0.00199779617517867	30	"spearman"	0.048488997287462	"**"
"s_Clostridium_AQ_innocuum_sv_223"	"Abundance"	"colon_TNF"	0.453955608959353	8288.95385599702	0.001735183891215	45	"spearman"	0.0485851489540201	"**"
"s_Collinsella_intestinalis_sv_482"	"Abundance"	"colon_TNF"	0.453955359477102	8288.95764313759	0.00173519533743197	45	"spearman"	0.0485854694480953	"**"
"s_Parabacteroides_distasonis_sv_77"	"Abundance"	"colon_TNF"	0.45388459480688	8290.03185083157	0.00173844471617446	45	"spearman"	0.0486764520528848	"**"
"s_Bacteroides_cellulosilyticus_sv_2"	"Abundance"	"synov_IL6"	0.76862061084076	66.1745052995427	0.00348836716603999	12	"spearman"	0.0488371403245599	"**"
"s_Bacteroides_cellulosilyticus_sv_7"	"Abundance"	"synov_IL6"	0.76862061084076	66.1745052995427	0.00348836716603999	12	"spearman"	0.0488371403245599	"**"
"s_Barnesiella_intestinihominis_sv_175"	"Abundance"	"synov_IL6"	0.76862061084076	66.1745052995427	0.00348836716603999	12	"spearman"	0.0488371403245599	"**"
"s_Flavonifractor_plautii_sv_239"	"Abundance"	"synov_IL6"	0.76862061084076	66.1745052995427	0.00348836716603999	12	"spearman"	0.0488371403245599	"**"
"s_Bacteroides_intestinalis_sv_263"	"Abundance"	"colon_TNF"	-0.453446814801128	22063.3226486811	0.00175866693319825	45	"spearman"	0.049242674129551	"**"
"s_Bacteroides_thetaiotaomicron_sv_38"	"Abundance"	"colon_TNF"	-0.451125817375733	22028.0899077636	0.00186940303406615	45	"spearman"	0.0523432849538521	"*"
"s_Otoolea_symbiosa_sv_178"	"Abundance"	"colon_TNF"	0.450770949317091	8337.29698936656	0.00188686740029745	45	"spearman"	0.0528322872083287	"*"
"s_Parabacteroides_sp003473295_sv_426"	"Abundance"	"Femur_Inflammation"	0.351815731680025	14324.8723298715	0.0113514613683144	51	"spearman"	0.0529734863854674	"*"
"s_Parabacteroides_sp003473295_sv_426"	"Abundance"	"score_day1"	0.442750033542066	3040.35581699449	0.0111608822605867	32	"spearman"	0.0529734863854674	"*"
"s_Parabacteroides_sp003473295_sv_426"	"Abundance"	"synov_CXCL1"	0.725213716521266	78.588877074918	0.0076077456298082	12	"spearman"	0.0529734863854674	"*"
"s_Hungatella_effluvii_sv_540"	"Abundance"	"synov_IL6"	0.764203701280474	67.4377414337846	0.00380346095209782	12	"spearman"	0.0532484533293695	"*"
"s_Christensenella_massiliensis_sv_869"	"Abundance"	"ileum_S100A8"	-0.493272976230177	12597.2508274778	0.00192126815803769	37	"spearman"	0.0537955084250553	"*"
"uc_uc_k_sv_380"	"Abundance"	"colon_TNF"	-0.449758346832836	22007.3317049225	0.00193749834665086	45	"spearman"	0.0542499537062241	"*"
"s_Enterocloster_citroniae_sv_845"	"Abundance"	"colon_TNF"	-0.444766585944196	21931.5567746329	0.00220508459863508	45	"spearman"	0.0551271149658769	"*"
"s_Bacteroides_xylanisolvens_sv_46"	"Abundance"	"colon_TNF"	0.449143361901975	8362.00376632803	0.00196883183076613	45	"spearman"	0.0551272912614516	"*"
"s_Bacteroides_nordii_sv_148"	"Abundance"	"colon_IFNg"	-0.526339020185972	8327.70569413466	0.00197213165435011	32	"spearman"	0.0552196863218032	"*"
"s_Bittarella_massiliensis_sv_417"	"Abundance"	"synov_CXCL1"	0.739616059488278	74.4698069863524	0.00596951924605372	12	"spearman"	0.055715512963168	"*"
"s_Bacteroides_fragilis_sv_127"	"Abundance"	"colon_TNF"	0.448528114830236	8371.34321687701	0.00200062664596097	45	"spearman"	0.056017546086907	"*"
"s_Enterocloster_aldenensis_sv_42"	"Abundance"	"colon_TNF"	-0.448425724712673	21987.1025011384	0.00200596184631558	45	"spearman"	0.0561669316968361	"*"
"uc_uc_k_sv_732"	"Abundance"	"synov_CXCL1"	0.753930811157935	70.3757880088306	0.00461960011047315	12	"spearman"	0.0563121673173427	"*"
"uc_uc_k_sv_732"	"Abundance"	"synov_IL6"	0.739001488164708	74.6455743848934	0.00603344649828671	12	"spearman"	0.0563121673173427	"*"
"s_Bacteroides_nordii_sv_391"	"Abundance"	"synov_IL6"	-0.794647764474224	513.269260639628	0.00201382467449145	12	"spearman"	0.0563870908857606	"*"
"uc_uc_k_sv_114"	"Abundance"	"colon_TNF"	0.447177964826919	8391.83849392737	0.00207199724998449	45	"spearman"	0.0580159229995657	"*"
